Date,Open,High,Low,Close,Volume
2000-01-07,0.936380029,1.004459977,0.848209977,0.888390005,3054589888
2000-01-14,0.910709977,0.912949979,0.772319973,0.896759987,3345689424
2000-01-21,0.901780009,1.084820032,0.896759987,0.993860006,3383881648
2000-01-28,0.968190014,1.019530058,0.898440003,0.907369971,2068854592
2000-02-04,0.901780009,0.982140005,0.84375,0.964280009,2384426128
2000-02-11,0.964280009,1.045760036,0.945869982,0.970979989,1664310032
2000-02-18,0.976000011,1.070870042,0.969869971,0.993300021,1754470368
2000-02-25,0.983259976,1.063619971,0.952570021,0.985490024,1520972544
2000-03-03,0.983259976,1.179129958,0.967630029,1.142860055,2408920416
2000-03-10,1.125,1.152899981,1.055799961,1.122769952,1280127408
2000-03-17,1.090399981,1.129459977,1.017860055,1.116070032,1860097456
2000-03-24,1.102679968,1.342630029,1.085940003,1.238280058,2306294816
2000-03-31,1.228790045,1.292410016,1.119979978,1.212610006,1541076432
2000-04-07,1.209820032,1.245530009,1.042410016,1.176339984,1948644880
2000-04-14,1.175780058,1.185269952,0.936380029,0.998880029,2893063264
2000-04-20,0.977680027,1.162950039,0.973770022,1.061380029,2042792192
2000-04-28,1.026780009,1.149549961,1.024549961,1.10769999,1778359856
2000-05-05,1.114949942,1.127230048,0.987160027,1.010040045,1636019056
2000-05-12,1.000839949,1.015069962,0.881699979,0.960940003,1853791856
2000-05-19,0.964839995,0.973770022,0.833700001,0.839280009,2631923952
2000-05-26,0.837050021,0.837050021,0.741069973,0.771200001,2539568640
2000-06-02,0.782369971,0.890619993,0.717630029,0.82644999,2843257088
2000-06-09,0.833150029,0.879459977,0.800779998,0.854910016,1677055856
2000-06-16,0.860490024,0.86105001,0.787389994,0.814170003,1471378832
2000-06-23,0.808589995,1.029019952,0.801900029,0.922989011,2058091448
2000-06-30,0.9375,0.991069973,0.911830008,0.935270011,1202013064
2000-07-07,0.930800021,0.985489011,0.886161029,0.972100019,909138384
2000-07-14,0.965960979,1.082589984,0.959819973,1.030130029,1617063112
2000-07-21,1.040179968,1.051339984,0.924111009,0.956470013,1698089568
2000-07-28,0.938619971,0.950888991,0.837050021,0.862720013,1367190832
2000-08-04,0.877789021,0.921869993,0.790180027,0.845979989,1057958496
2000-08-11,0.854911029,0.876119971,0.813619971,0.85156101,1233434720
2000-08-18,0.84988898,0.936380029,0.827010989,0.892861009,875611128
2000-08-25,0.897319973,1.026780009,0.886161029,1.014510036,1293360320
2000-09-01,1.022320032,1.136160016,1.018970013,1.132809997,1587898256
