Date,Open,High,Low,Close,Volume
2007-08-31,105.4410019,112.0889969,99.05049896,111.4580002,202884312
2007-09-28,111.1240005,113.5589981,109.1750031,112.5179977,132243664
2007-10-31,112.336998,116.0139999,105.9850006,110.9140015,171683152
2007-11-30,110.3209991,110.8850021,94.81909943,100.4639969,201311289
2007-12-31,100.8180008,107.1600037,99.33709717,103.2529984,134187783
2008-01-31,104.1029968,104.1029968,92.68910217,102.3079987,247533390
2008-02-29,102.3550034,111.401001,96.08950043,108.7549973,168289402
2008-03-31,108.7549973,114.4189987,106.7870026,109.9779968,179956168
2008-04-30,110.0350037,119.3960037,108.7549973,115.288002,192152639
2008-05-30,115.6320038,124.1620026,115.3649979,123.6269989,159524004
2008-06-30,122.7289963,123.5699997,112.8529968,113.2160034,152349886
2008-07-31,112.2320023,125.0599976,111.3720016,122.2419968,200896848
2008-08-29,122.7580032,124.1429977,116.052002,116.2720032,137037507
2008-09-30,117.3610001,118.4400024,105.0199966,111.7160034,218484155
2008-10-31,110.3310013,111.5630035,75.28600311,88.8015976,315069280
2008-11-28,88.48639679,90.51129913,66.3839035,77.94139862,218503855
2008-12-31,77.32050323,83.35720062,71.93340302,80.38659668,189081608
2009-01-30,80.12870026,90.6832962,78.09420013,87.540802,209021268
2009-02-27,86.53790283,92.74639893,79.13529968,87.90370178,223041834
2009-03-31,87.08229828,95.38269806,79.29769897,92.54579926,286150804
2009-04-30,91.81990051,101.2949982,91.40920258,98.58249664,213751832
2009-05-29,99.12689972,102.0309982,95.35399628,101.5149994,153105923
2009-06-30,102.1449966,105.6790009,98.8690033,99.73819733,160521237
2009-07-31,100.2919998,114.0179977,95.0388031,112.6429977,176252573
2009-08-31,113.5500031,115.4599991,110.9140015,112.7570038,112557355
2009-09-30,112.3939972,117.3700027,109.9869995,114.2470016,131537021
2009-10-30,114.0370026,122.8440018,112.0029984,115.2020035,183716815
2009-11-30,115.3550034,123.1589966,114.1419983,120.6849976,116846903
2009-12-31,121.5830002,126.8939972,120.3509979,125.0309982,124660952
2010-01-29,125.2979965,128.2310028,116.4349976,116.9020004,156137247
2010-02-26,117.7050018,122.5189972,116.1579971,121.4589996,113232342
2010-03-31,121.7829971,124.8690033,119.586998,122.5,140057859
2010-04-30,123.1679993,126.348999,121.4209976,123.2160034,146442161
2010-05-28,123.5889969,127.1320038,110.7990036,119.6439972,188472067
2010-06-30,119.098999,126.0240021,117.3130035,117.9440002,162039109
2010-07-30,118.0100021,125.6999969,115.2020035,122.6429977,144094064
2010-08-31,123.4550018,126.5500031,116.7969971,117.6090012,117420448
2010-09-30,119.6920013,130.0070038,118.9369965,128.1260071,116190198
2010-10-29,129.4340057,137.5440063,128.3650055,137.1620026,137359735
2010-11-30,137.1999969,140.9149933,134.8500061,135.1170044,104129168
2010-12-31,137.1710052,140.8869934,137.076004,140.1799927,93412562
2011-01-31,140.6100006,156.9810028,140.0650024,154.7369995,118853704
2011-02-28,154.8419952,158.7960052,151.8999939,154.621994,89102135
2011-03-31,155.8350067,160.1999969,144.9080048,155.7590027,129798942
2011-04-29,156.3600006,165.2429962,154.9179993,162.9320068,100851029
2011-05-31,164.3930054,165.7590027,158.4620056,161.3560028,110875703
2011-06-30,161.3269958,164.7149963,154.2779999,163.8580017,105459688
2011-07-29,163.9160004,177.3070068,163.8009949,173.6970062,113610539
2011-08-31,174.4129944,175.4539948,150.0850067,164.2019958,195086236
2011-09-30,164.9660034,172.798996,151.6419983,167.029007,137947824
2011-10-31,166.5420074,181.9869995,161.3079987,176.352005,144352224
2011-11-30,173.4100037,181.4519958,169.1210022,179.5709991,97032320
2011-12-30,178.625,186.1609955,171.0130005,175.6360016,103455418
2012-01-31,178.3580017,184.4420013,169.3959961,183.9649963,110032202
2012-02-29,184.5469971,190.2969971,182.2749939,187.9089966,78818289
2012-03-30,188.3869934,199.7440033,187.9880066,199.2949982,88103721
2012-04-30,199.5910034,201.2429962,187.9680023,197.7949982,86438142
2012-05-31,197.8910065,199.5610046,183.3910065,184.2510071,85982892
2012-06-29,181.595993,191.022995,178.6159973,186.8110046,84565884
2012-07-31,187.5559998,188.9700012,173.6970062,187.1929932,91528069
2012-08-31,188.1289978,192.9429932,184.3659973,186.1139984,60655066
2012-09-28,187.7949982,198.9799957,184.5850067,198.1490021,77349063
2012-10-31,198.6840057,202.2940063,182.0160065,185.8079987,96165835
2012-11-30,185.951004,189.121994,176.4949951,181.5480042,81897155
2012-12-31,182.2070007,187.6419983,178.5579987,182.9620056,79327164
2013-01-31,185.3880005,199.2279968,181.8540039,193.9649963,87656638
2013-02-28,195.473999,196.1430054,188.654007,191.826004,64149096
2013-03-28,191.654007,206.2200012,190.4210052,203.7359924,76040619
2013-04-30,203.2590027,205.2550049,179.2649994,193.4589996,108684679
2013-05-31,192.8190002,202.4759979,190.2689972,198.6929932,90700272
2013-06-28,198.9129944,200.6320038,179.9620056,182.5410004,80232571
2013-07-31,183.5350037,191.9309998,181.7299957,186.2949982,88101650
2013-08-30,187.8329926,188.3300018,172.9799957,174.0980072,73104007
2013-09-30,175.3970032,186.1519928,174.1360016,176.8769989,71509256
2013-10-31,177.0299988,178.6060028,164.8329926,171.1750031,131003001
2013-11-29,171.7480011,177.8899994,169.3600006,171.6239929,101007228
2013-12-31,171.4140015,179.3699951,164.9859924,179.1600037,98015900
2014-01-31,178.8159943,182.2550049,167.4790039,168.7579956,123649280
2014-02-28,168.128006,177.7749939,164.4700012,176.8679962,87112654
2014-03-31,175.1100006,186.8589935,174.0399933,183.8589935,118994796
2014-04-30,184.4609985,190.2779999,178.625,187.6609955,118484558
2014-05-30,187.5079956,187.9190063,174.1549988,176.0939941,70040432
2014-06-30,176.4759979,179.2359924,171.2319946,173.1430054,78536258
2014-07-31,173.5529938,187.5939941,173.5529938,183.076004,97623913
2014-08-29,181.9589996,185.4290009,175.348999,183.6779938,53464238
2014-09-30,184.0410004,186.2570038,179.6860046,181.3190002,64212824
2014-10-31,181.3950043,182.3309937,153.8769989,157.029007,146286082
2014-11-28,156.8860016,157.572998,152.6349945,154.8990021,80023025
2014-12-31,154.3930054,157.1439972,143.7519989,153.246994,101618769
2015-01-30,154.0769958,155.9880066,142.8159943,146.4360046,117419989
2015-02-27,147.0950012,157.5919952,144.7169952,154.6790009,77656864
2015-03-31,154.4309998,157.9360046,146.5220032,153.3040009,104911849
2015-04-30,153.0460052,167.2779999,151.2879944,163.6100006,93836029
2015-05-29,165.4340057,168.3950043,161.2700043,162.0440063,57929671
2015-06-30,162.5789948,163.8679962,154.8509979,155.3670044,80848189
2015-07-31,156.6179962,165.9880066,151.3930054,154.727005,93854723
2015-08-31,154.4499969,154.5930023,134.3150024,141.2590027,93792471
2015-09-30,138.4129944,142.9689941,134.8220062,138.4700012,81813217
2015-10-30,138.7949982,146.2810059,131.1730042,133.798996,120629541
2015-11-30,134.201004,136.3970032,125.7470016,133.1690063,85437032
2015-12-31,133.3220062,135.0599976,127.9059982,131.4499969,97680742
2016-01-29,129.5200043,130.7519989,112.7089996,119.1949997,126232993
2016-02-29,118.8219986,128.8710022,111.6600037,125.1549988,106716049
2016-03-31,126.310997,146.2359924,126.1100006,144.6600037,105747104
2016-04-29,143.7619934,146.6369934,136.2160034,139.3970032,94482439
2016-05-31,139.9889984,146.9140015,136.4929962,146.8470001,75251780
2016-06-30,146.1399994,148.5090027,136.1109924,144.9750061,77122391
2016-07-29,145.3659973,156.2649994,143.197998,153.4179993,69955097
2016-08-31,153.4470062,157.5540009,150.772995,151.7570038,69706627
2016-09-30,151.2220001,157.602005,146.3410034,151.7279968,69953834
2016-10-31,150.9730072,151.4219971,141.1640015,146.798996,78327202
2016-11-30,146.6179962,157.2769928,144.2299957,154.9470062,76342436
2016-12-30,154.6889954,162.3320007,151.2019958,158.5480042,69470244
2017-01-31,159.5119934,171.2129974,157.927002,166.6950073,88764879
2017-02-28,167.154007,174.5939941,165.1380005,171.7579956,59820784
2017-03-31,172.3880005,174.3650055,164.378006,166.3320007,79480073
2017-04-28,166.0269928,168.423996,152.4440002,153.1029968,100053430
2017-05-31,152.8739929,153.227005,143.0740051,145.7870026,103330920
2017-06-30,145.9490051,150.1519928,144.0390015,146.9329987,83978157
2017-07-31,146.6940002,149.029007,137.1999969,138.1840057,93293593
2017-08-31,138.4989929,139.1390076,132.8919983,136.6170044,80295410
2017-09-29,136.5690002,140.8099976,135.2890015,138.5749969,78298096
2017-10-31,138.8329926,155.223999,138.6990051,147.1529999,125345669
2017-11-30,147.1909943,147.9550018,139.6560059,147.0670013,89776130
2017-12-29,147.477005,150.772995,144.697998,146.5410004,88788538
2018-01-31,147.572998,163.4570007,146.6560059,156.3600006,145086550
2018-02-28,155.8730011,156.7709961,137.9210052,148.8430023,102364921
2018-03-29,148.5570068,154.8439941,141.8809967,146.5509949,94317107
2018-04-30,146.4649963,154.7369995,137.6499939,138.4609985,122894860
2018-05-31,138.1649933,139.6490021,133.6269989,134.973999,88812832
2018-06-29,136.0440063,140.9060059,131.2870026,133.4360046,90247351
2018-07-31,132.0800018,143.7899933,132.0039978,138.4320068,95015127
2018-08-31,138.2700043,141.2969971,135.6329956,139.9120026,79196876
2018-09-28,139.4349976,146.473999,138.3170013,144.4299927,95868785
2018-10-31,144.9080048,147.4389954,108.9749985,110.2549973,198093763
2018-11-30,110.3209991,119.4530029,109.4029999,118.697998,141719180
2018-12-31,120.0350037,120.9140015,101.1900024,108.5739975,115600988
2019-01-31,106.987999,129.3430023,106.6819992,128.3930054,120388583
2019-02-28,128.9190063,134.1909943,126.1959991,131.9369965,68462024
2019-03-29,133.0639954,135.7480011,127.5910034,134.7740021,74688899
2019-04-30,135.1649933,138.8710022,130.151001,133.9810028,80199229
2019-05-31,134.2480011,135.4519958,121.1620026,121.2959976,75537897
2019-06-28,121.401001,133.8659973,121.362999,131.7169952,61342985
2019-07-31,133.3410034,145.128006,132.8919983,141.5939941,80175943
2019-08-30,142.223999,146.0919952,123.0540009,129.4530029,96293224
2019-09-30,128.8040009,139.9980011,127.3519974,138.8999939,62116513
2019-10-31,139.0619965,140.7429962,125.0309982,127.7340012,92807862
2019-11-29,128.4700012,132.8970032,126.7979965,128.4219971,64921102
2019-12-31,128.4219971,130.3029938,124.8290024,128.0299988,71941530
2020-01-31,128.9470062,139.253006,127.2279968,137.2859955,113442410
2020-02-28,137.7819977,151.6320038,120.6949997,124.3150024,118153735
2020-03-31,124.8880005,129.9929962,86.49970245,105.9560013,190088743
2020-04-30,101.5910034,123.512001,99.83470154,119.9300003,130697521
2020-05-29,117.6669998,121.2770004,106.7969971,119.3000031,92888757
2020-06-30,119.052002,129.7879944,110.6839981,115.3550034,121011408
2020-07-31,114.8779984,126.2440033,110.0350037,117.4280014,114195568
2020-08-31,117.9629974,124.6200027,116.6729965,117.7809982,74056612
2020-09-30,117.3420029,124.1240005,111.2570038,116.2149963,84510174
2020-10-30,116.8740005,129.4250031,101.1709976,106.6539993,159130911
2020-11-30,107.598999,119.6949997,106.1760025,117.9820023,103684157
2020-12-31,118.3450012,121.9649963,116.2630005,120.2360001,102831729
2021-01-29,120.2070007,126.310997,112.0979996,113.7699966,176189107
2021-02-26,114.5240021,118.7750015,112.8239975,113.5979996,106727235
2021-03-31,114.9540024,130.923996,113.4300003,127.2850037,127967821
2021-04-30,127.7630005,142.0709991,124.5339966,135.5189972,122920494
2021-05-28,137.3619995,141.8560028,134.602005,137.2949982,97960800
2021-06-30,138.4989929,145.9869995,136.6269989,140.0180054,84448985
2021-07-30,140.3710022,140.8869934,130.102005,134.6399994,110639111
2021-08-31,135.1080017,138.2120056,131.0579987,134.0480042,69688548
2021-09-30,133.7039948,134.2669983,126.8270035,132.701004,76644238
2021-10-29,134.6779938,139.4539948,119.0329971,119.4909973,144097758
2021-11-30,119.4430008,124.7799988,114.5599976,117.0999985,119383279
2021-12-31,118.25,134.9900055,116.5599976,133.6600037,113976826
2022-01-31,134.0700073,142.1999969,124.1930008,133.5700073,147278350
2022-02-28,133.7599945,138.8200073,118.8099976,122.5100021,98535967
2022-03-31,122.6699982,133.0800018,120.6999969,130.0200043,96574253
2022-04-29,129.6600037,141.8800049,124.9100037,132.2100067,107687897
2022-05-31,133,139.8300018,125.8000031,138.8399963,113226528
2022-06-30,139.6699982,144.7299957,132.8500061,141.1900024,105815743
2022-07-29,141,141.8699951,125.1299973,130.7899933,129801061
2022-08-31,130.75,139.3399963,128.3999939,128.4499969,77424007
2022-09-30,128.3999939,130.9900055,118.6100006,118.8099976,87267136
2022-10-31,120.1600037,138.8609924,115.5449982,138.2899933,113480787
2022-11-30,138.25,150.4600067,133.9700012,148.8999939,93620235
2022-12-30,149.9799957,153.2100067,137.1950073,140.8899994,86426226
2023-01-31,141.1000061,147.1799927,132.9799957,134.7299957,105576019
2023-02-28,134.4900055,137.3899994,128.8600006,129.3000031,76080679
2023-03-31,128.8999939,131.4799957,121.7099991,131.0899963,138093084
2023-04-28,130.9700012,132.6100006,124.5599976,126.4100037,83680219
2023-05-31,126.3499985,130.0700073,120.5500031,128.5899963,96214788
2023-06-30,128.4400024,139.4689941,127.7799988,133.8099976,101302917
2023-07-31,133.4199982,144.6049957,131.5500031,144.1799927,85778938
2023-08-31,144.25,147.727005,139.7599945,146.8300018,84274205
2023-09-29,147.2599945,151.9299927,139.6100006,140.3000031,82806487
2023-10-31,140.0399933,144.75,135.8699951,144.6399994,38989196
2023-11-30,145,158.5899963,144.4700012,158.5599976,25835497
2023-12-29,158.4100037,166.3399963,158,163.5500031,41608685
2024-01-31,162.8300018,196.8899994,157.8999939,183.6600037,52628799
2024-02-29,183.6300049,188.9499969,178.75,185.0299988,39264306
2024-03-28,185.4900055,199.1799927,185.2899933,190.9600067,52933253
2024-04-30,190,193.2799988,165.2599945,166.1999969,69768452
2024-05-31,165.6900024,175.3899994,162.6499939,166.8500061,61331480
2024-06-28,166.5399933,178.4600067,163.5299988,172.9499969,66296083
2024-07-31,173.4499969,196.25,173.3800049,192.1399994,54118424
2024-08-30,192.8099976,202.1699982,181.8099976,202.1300049,62771541
2024-09-12,201.9100037,212.6499939,199.3350067,211.6100006,30497412
